episode,episode_iri,chunk_id,chunk_type,start_seconds,end_seconds,topic_label,candidate_text,type_guess,confidence,context
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",England,Location,0.92,"""economics journalist for Sky News in England"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",UK,Location,0.9,"""You are an economics journalist based in the UK"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",Teal World,Work_Publication_LIKELY_ASR_ERROR,0.35,"""author of three books, including most recently, Teal World"" — almost certainly a mis-transcription of 'Material World', the book named later in the chunk and in episode metadata"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",Material World,Work_Publication,0.95,"""you also recently wrote a book called Material World that covers six materials"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",economist best book of the year,Award_Recognition,0.5,"""which was an economist best book of the year"" — likely refers to The Economist's best books of the year list; capitalization/attribution unclear in transcript"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",Olivia Lazard,Person,0.88,"""we've had Olivia Lazard and Simon Michaud on to talk about ... the material requirements for a renewable future"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",Simon Michaud,Person_LIKELY_ASR_ERROR,0.55,"""Olivia Lazard and Simon Michaud on"" — likely mis-rendering of 'Simon Michaux', a researcher on mineral requirements for the energy transition; spelling in transcript may be an ASR artifact"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",sand,Material,0.93,"one of the ""six materials that underpin the modern world"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",salt,Material,0.93,listed among the six materials
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",lithium,Material,0.93,listed among the six materials
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",copper,Material,0.93,listed among the six materials
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",oil,Material,0.9,listed among the six materials
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",iron,Material,0.93,listed among the six materials
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_01,topic_anchored,0,83,"Edmund Conway Works + Info, Material World: The Six Raw Materials That Shape Modern Civilization",complexity,Concept,0.7,"""I kept thinking to myself, complexity, man, the complexity of our system is so Byzantine"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_02,topic_anchored,83,233,"Olivia Lazard + TGS Episode, Michael Michaux + TGS Episodes",Ed Conway,Person,0.98,"Speaker label; guest of the episode, journalist with economics journalism background"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_02,topic_anchored,83,233,"Olivia Lazard + TGS Episode, Michael Michaux + TGS Episodes",Harvard,Organization,0.93,"""I did a course at Harvard"" — university where he studied economics"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_02,topic_anchored,83,233,"Olivia Lazard + TGS Episode, Michael Michaux + TGS Episodes","I, Pencil",Work_Publication,0.95,"""this essay called I, Pencil"" — essay he read early in studying economics"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_02,topic_anchored,83,233,"Olivia Lazard + TGS Episode, Michael Michaux + TGS Episodes",Leonard Reed,Person,0.8,"""it's by a guy called Leonard Reed in the 1950s"" — author of I, Pencil; commonly rendered 'Leonard Read', so transcript spelling may be an ASR/spelling variant"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_02,topic_anchored,83,233,"Olivia Lazard + TGS Episode, Michael Michaux + TGS Episodes",economics,Concept,0.7,"""my background is in economics journalism""; field he taught himself and studied"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_02,topic_anchored,83,233,"Olivia Lazard + TGS Episode, Michael Michaux + TGS Episodes",English literature,Concept,0.7,"""initially I studied like English literature at university"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil","I, Pencil",Work_Publication,0.8,Curator-supplied chunk topic; the essay being discussed — 'just telling the story of how a pencil is made from the first person'. The title itself is not spoken verbatim in this chunk but the essay is clearly the referent ('this essay').
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",Milton Friedman,Person,0.97,"'including Milton Friedman, who championed this essay'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",Cold War,Event,0.95,'it was written in the height of the Cold War'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",central planning,Concept,0.85,'a really good example of why central planning was not the answer'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",free markets,Concept,0.85,'why free markets were the answer'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",invisible hand,Concept,0.9,"'because with free markets, they could, with the invisible hand, architects, this incredibly complex piece of machinery'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",Brexit,Event,0.95,"'it was for a totally unrelated story, something about Brexit'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",European Union,Organization,0.95,"'we had, I think, just voted to, to leave the European Union at the time in the UK'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",UK,Location,0.95,'the export figures for the UK'; also rendered lowercase as 'uk' later in the chunk ('a lot of gold flows in and outta the uk') — same entity
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",Switzerland,Location,0.93,'it looks like we're trading a lot with Switzerland'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",Nevada,Location,0.93,'I went to a gold mine in Nevada and just. Trace that supply chain'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",gold standard,Concept,0.85,"'it's like a hangover from empire, I guess, and the gold standard'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",gold,Material,0.9,'that's how we get gold'; discussed as a physically traded and mined material
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",fiber optics,Material,0.88,'You need fiber optics because without the fiber optics ... you don't have the internet'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",steel,Material,0.9,'You need steel because you need structures within which people are going to live'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",fertilizers,Material,0.85,"'You need fertilizers, you need concrete, you need all of these things'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",concrete,Material,0.85,"'you need concrete, you need all of these things'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",GDP,Concept,0.9,"'when you look at GDP, like measure like gross domestic product'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",gross domestic product,Concept,0.85,'like measure like gross domestic product' — spelled-out variant of GDP in the same sentence
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_03,topic_anchored,233,292,"I, Pencil",supply chain,Concept,0.75,'it's an incredibly complex supply chain'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Nate Hagens,Person,0.98,Host speaking in the transcript
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Ed Conway,Person,0.98,"Guest, author of the book being discussed"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Material World,Work_Publication,0.75,Episode title references the book; in-chunk Ed refers to 'my book' and 'the sections of my book' without naming it
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,sand,Material,0.95,'let's start with sand' — one of the six materials in the book
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,salt,Material,0.93,"'There's sand, there's salt, there's iron and copper, oil and lithium'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,iron,Material,0.93,listed among the six materials of the book
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,copper,Material,0.93,listed among the six materials of the book
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,oil,Material,0.9,listed among the six materials of the book
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,lithium,Material,0.93,listed among the six materials of the book
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,glass,Material,0.95,"'I chose glass, is obviously melted sand'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,silica sand,Material,0.88,"'So silica sand, that's pretty high in silica content'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,silicon,Material,0.9,'follow the journey of that silicon atom all the way around the world'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,silicon chips,Technology,0.9,'We still need glass in its incredibly advanced forms to make silicon chips'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,fiber optics,Technology,0.88,'You need glass in the form of fiber optics ... for us to communicate'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,iPencil,Work_Publication,0.5,"'I wanted to do iPencil for silicon chips' — likely a reference to the essay 'I, Pencil'; rendering as 'iPencil' may be an ASR/transcription artifact"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,The Glass Famine,Event,0.85,"'this episode, The Glass Famine, that happened in 1915'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,World War I,Event,0.95,"'in the world, World War I' — also 'Then comes World War I'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,UK,Location,0.95,"'in the UK, to be one of the world's biggest glass manufacturers'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Britain,Location,0.9,'Britain was importing 60 percent of its binoculars and optics from Germany' — same polity as 'UK' mentioned in chunk
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Germany,Location,0.95,'a lot of glass production shifted to Germany'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Zeiss,Organization,0.92,'the world's best lenses are being made by Zeiss in Jena'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Jena,Location,0.88,"'made by Zeiss in, Jena'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Copernicus,Person,0.85,'It helps Copernicus to understand the universe' — speaker immediately self-corrects to Galileo
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Galileo,Person,0.88,'or Galileo rather' — correction of the Copernicus reference
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,Victorian period,HistoricalPeriod,0.85,"'at the point of the kind of, in the Victorian period, the UK used to be a really big producer of glass'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,general purpose technology,Concept,0.7,'to some extent it's like a general purpose technology'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,supply and demand curves,Concept,0.65,'See it beyond supply and demand curves' — economics teaching concept
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,GDP,Concept,0.75,'glass wasn't a massive part of our GDP back then'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_08_filler,filler,528,608,,binoculars,Artifact,0.7,'where are binoculars gonna come from?' — key optical good in the Glass Famine story
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Nate Hagens,Person,0.98,Host speaker label in transcript
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Ed Conway,Person,0.98,Guest speaker label; author of Material World
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,UK,Location,0.95,'this thing's got very desperate for the UK' — also referred to as 'the British'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Germans,Nationality_Group,0.85,'we sent spies to do a deal with the Germans to buy binoculars off them'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Malaya,Location,0.92,"'the UK, through its plantations in Malaya, controlled a lot of the global supply of rubber'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,National Archives,Organization,0.9,'the documents are there in the National Archives in the UK'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Zeiss,Organization,0.9,'in exchange for some Zeiss binoculars' — German optics maker
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Switzerland,Location,0.9,'that spy going off to Switzerland to do a deal with the Germans'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,US,Location,0.85,"'relevant to the UK, relevant to the US as well'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,TSMC,Organization,0.95,'people who work in like TSMC or Intel' — semiconductor fabricator
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Intel,Organization,0.95,'people who work in like TSMC or Intel'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Chris Miller,Person,0.93,'Chris Miller's Chip War is a brilliant book on this'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Chip War,Work_Publication,0.95,'Chris Miller's Chip War is a brilliant book on this'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,glass,Material,0.9,"'without the glass, without the lens'; 'the British did rebuild their glass industry'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,rubber,Material,0.9,'they were short of rubber... we agreed to sell them rubber'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,concrete,Material,0.92,"'Then there's concrete, which is another key critical material'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,cement,Material,0.9,'obviously cement is the main ingredient there'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,sand,Material,0.88,'You make it in part with sand and then you need to add sand and aggregates'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,silicon,Material,0.92,'where does the silicon in the silicon chip come from'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,silicon chips,Technology,0.88,"'and then you have, silicon chips'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,World War I,Event,0.6,"Not named explicitly; referred to via '1915', '1916, 17, 18', 'by the end of the war' — flagged as inferred rather than named, low confidence"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,coronavirus,Organism,0.8,'smaller than a coronavirus' — used as a size comparison
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_13_filler,filler,840,966,,Material World,Work_Publication,0.7,'my book is like one of the only... place where you do really have that full journey' — book referenced only as 'my book' in chunk; title from episode metadata
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_15,topic_anchored,1038,1092,Chip War,Nate Hagens,Person,0.98,Speaker label 'Nate Hagens [18:06]'; host of the episode per metadata.
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_15,topic_anchored,1038,1092,Chip War,Ed Conway,Person,0.9,"Guest per episode metadata; addressed in-chunk as the author ('one of the elements, materials in your book')."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_15,topic_anchored,1038,1092,Chip War,Material World: The Key Resources Underpinning Modern Economies,Work_Publication,0.75,Referred to in the chunk only as 'your book'; the full title comes from episode metadata rather than the transcript text.
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_15,topic_anchored,1038,1092,Chip War,sand,Material,0.95,"'just one of the elements, materials in your book, like sand. How does sand relate to silica?'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_15,topic_anchored,1038,1092,Chip War,silica,Material,0.95,'How does sand relate to silica?'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_15,topic_anchored,1038,1092,Chip War,Chip War,Concept_OR_Work_Publication,0.3,"Curator-supplied chunk topic; not spoken anywhere in this chunk's text, so unverifiable from the transcript itself."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_16,topic_anchored,1092,1137,"Silica, Wentworth Scale",silica,Material,0.95,"""Well, silica, sand is just a type of, it's a type of sand"" — discussed as the substance of certain sands."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_16,topic_anchored,1092,1137,"Silica, Wentworth Scale",sand,Material,0.9,"""The term sand is basically any grain below a certain size"" — central material under discussion."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_16,topic_anchored,1092,1137,"Silica, Wentworth Scale",Udden Wentworth scale,Concept_ClassificationScale_NAME_VARIANT_CONFLICT,0.85,"""there's something called the Udden Wentworth scale, which says if you go beyond a certain size, then that is now a sand"". Curator-supplied chunk topic renders it as 'Wentworth Scale' (shorter form); transcript gives the fuller 'Udden Wentworth' (usually hyphenated as Udden–Wentworth). Flagged as a rendering/name variant conflict."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_16,topic_anchored,1092,1137,"Silica, Wentworth Scale",salt,Material,0.85,"""technically grains of salt, that's also a sand. Salt is a sand."""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_16,topic_anchored,1092,1137,"Silica, Wentworth Scale",Caribbean,Location,0.8,"""the stuff that you walk on a Caribbean beach, a lot of that's not actually silica"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_16,topic_anchored,1092,1137,"Silica, Wentworth Scale",parrotfish,Organism,0.75,"""a lot of that is just kind of ground up bits of parrotfish excrement essentially"" — named as the biological source of some beach sand."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,Nate Hagens,Person,0.99,Host speaker label in transcript chunk
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,Ed Conway,Person,0.99,Guest speaker label; author discussing sand and materials
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,parrotfish,Organism,0.95,"'the parrotfish eats the bits of coral reef, poops them out' — named animal producing white sand"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,Caribbean,Location,0.9,'the most beautiful white kind of Caribbean beaches'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,silica,Material,0.95,'originated as a silica rock that was then crushed into sand like particles'; 'because silica is really hard'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,sand,Material,0.9,'the sand that's used in industrial processes like glass'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,glass,Material,0.85,'used in industrial processes like glass'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_17,topic_anchored,1137,1211,Hawaiian Beach Sand is Parrot Fish Excrements,coral reef,Concept,0.8,'eats the bits of coral reef' — natural feature source of the sand
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,Nate Hagens,Person,0.98,"Host speaking in transcript, matches episode metadata"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,Ed Conway,Person,0.98,"Guest speaking, matches episode metadata"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,Caribbean,Location,0.9,'the Caribbean white sand beach is not useful for industrial inputs'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,silica sands,Material,0.9,"'silica sands, like, broadly speaking, there's a lot of sand'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,Mekong Delta,Location,0.95,"'you see what's happening in the Mekong Delta, in Cambodia, Vietnam'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,Cambodia,Location,0.95,"'in the Mekong Delta, in Cambodia, Vietnam at the moment'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,Vietnam,Location,0.95,"'in the Mekong Delta, in Cambodia, Vietnam at the moment'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,sand mining,Concept,0.8,'You get a lot of sand mining there and it is... destroying the ecosystem'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_18,topic_anchored,1211,1258,Types of sand,cement,Material,0.85,'angular hard grains of sand to put into cement and to concrete'
